id,last_modified,lon,lat,name,poi_type
327,13/10/2023,12.339569,43.643647,Mercatello sul Metauro-Fraccano,dirt-roads
328,13/10/2023,10.2796738,44.137173,Roggio-Campocatino,dirt-roads
329,13/10/2023,12.374345,43.508163,Bocca Seriola-Matrella,dirt-roads
330,13/10/2023,9.4840923,45.9058642,"Bocchetta di Ferrera
",dirt-roads
331,13/10/2023,10.465294,45.791941,"Passo del Baremone
",dirt-roads
332,13/10/2023,10.4094576,45.9075178,"Passo di Crocedomini
",dirt-roads
333,13/10/2023,10.4010743,45.8988653,"Valico Poffa di Rondenino
",dirt-roads
334,13/10/2023,10.3890151,45.8834753,"Passo di Lavena
",dirt-roads
335,13/10/2023,11.528818,46.1611338,Passo 5 Croci,dirt-roads
336,13/10/2023,12.505029,43.465321,San Benedetto Vecchio - PG,dirt-roads
337,13/10/2023,11.2982715968661,43.2157892942285,Grotti-La Bagnaia,dirt-roads
338,13/10/2023,12.8832570462406,43.1359518922965,Laverino,dirt-roads
339,13/10/2023,12.8600894385437,43.037145357526,Colfiorito,dirt-roads
340,13/10/2023,12.8343202042502,43.0583060825938,Selva,dirt-roads
341,13/10/2023,13.7808994770916,43.1298618792941,casaluce,dirt-roads
342,13/10/2023,13.742995,43.0995497,madonnabruna,dirt-roads
343,13/10/2023,13.7315858,43.0757035,"Moresco 1
",dirt-roads
344,13/10/2023,13.7230886,43.0713774,"Moresco 2
",dirt-roads
345,13/10/2023,13.6013995,43.0649196,Montottone,dirt-roads
346,13/10/2023,13.2332201,43.0759613,"Giardino delle farfalle
",dirt-roads
347,13/10/2023,13.2076321,43.056453,Fiastra,dirt-roads
348,13/10/2023,13.0894006,42.8964386,Preci,dirt-roads
349,13/10/2023,11.9771678,43.3755307,"La Foce-Palazzo del Pero
",dirt-roads
350,13/10/2023,12.726154,43.374314,Monte le Gronde - Scheggia e Pascelupo,dirt-roads
351,13/10/2023,12.68615,43.427151,Ponte Calcara - Via della Badia,dirt-roads
